school_name,address,school_type,city,zip_code,grades_offered,website,phone
Millersville Elementary School,1601 MILLERSVILLE RD,Elementary,MILLERSVILLE,21108.0,PK-5th,https://www.aacps.org/o/millersvillees,
North Glen Elementary School,615 W FURNACE BRANCH RD,Elementary,GLEN BURNIE,21225.0,PK-5th,https://www.aacps.org/o/northglenes,
Oakwood Elementary School,330 OAK MANOR DR,Elementary,GLEN BURNIE,21061.0,PK-5th,https://www.aacps.org/o/oakwoodes,
Overlook Elementary School,401 HAMPTON RD,Elementary,LINTHICUM HEIGHTS,21090.0,PK-5th,https://www.aacps.org/o/overlookes,
Park Elementary School,201 E 11TH AVE,Elementary,BALTIMORE,21225.0,PK-5th,https://www.aacps.org/o/parkes,
Pasadena Elementary School,401 Pasadena Rd,Elementary,PASADENA,21122.0,PK-5th,https://www.aacps.org/o/pasadenaes,
Pershing Hill Elementary School,7600 29TH DIVISION RD,Elementary,FORT MEADE,20755.0,PK-5th,https://www.aacps.org/o/pershinghilles,
Point Pleasant Elementary School,1035 DUMBARTON RD,Elementary,GLEN BURNIE,21060.0,PK-5th,https://www.aacps.org/o/pointpleasantes,
Quarterfield Elementary School,7967 QUARTERFIELD RD,Elementary,SEVERN,21144.0,PK-5th,https://www.aacps.org/o/quarterfieldes,
Richard Henry Lee Elementary School,400 A ST SW,Elementary,GLEN BURNIE,21061.0,PK-5th,https://www.aacps.org/o/richardhenryleees,
Ridgeway Elementary School,1440 EVERGREEN RD,Elementary,SEVERN,21144.0,PK-5th,https://www.aacps.org/o/ridgewayes,
Rippling Woods Elementary School,530 NOLFIELD DR,Elementary,GLEN BURNIE,21061.0,PK-5th,https://www.aacps.org/o/ripplingwoodses,
Riviera Beach Elementary School,8515 JENKINS RD,Elementary,PASADENA,21122.0,PK-5th,https://www.aacps.org/o/rivierabeaches,
Seven Oaks Elementary School,1905 TOWN CENTER BLVD,Elementary,ODENTON,21113.0,PK-5th,https://www.aacps.org/o/sevenoakses,
Severn Elementary School,838 REECE RD,Elementary,SEVERN,21144.0,PK-5th,https://www.aacps.org/o/severnes,
Southgate Elementary School,290 SHETLANDS LN,Elementary,GLEN BURNIE,21061.0,PK-5th,https://www.aacps.org/o/southgatees,
Solley Elementary School,7608 SOLLEY RD,Elementary,GLEN BURNIE,21060.0,PK-5th,https://www.aacps.org/o/solleyes,
South Shore Elementary School,1376 FAIRFEILD LOOP RD,Elementary,CROWNSVILLE,21032.0,PK-5th,https://www.aacps.org/o/southshorees,
Sunset Elementary School,8572 FORT SMALLWOOD RD,Elementary,PASADENA,21122.0,PK-5th,https://www.aacps.org/o/sunsetes,
Van Bokkelen Elementary School,1140 REECE RD,Elementary,SEVERN,21144.0,PK-5th,https://www.aacps.org/o/vanbokkelenes,
Woodside Elementary School,160 FUNKE RD,Elementary,GLEN BURNIE,21061.0,PK-5th,https://www.aacps.org/o/woodsidees,
Shady Side Elementary School,4859 ATWELL RD,Elementary,SHADY SIDE,20764.0,PK-5th,https://www.aacps.org/o/shadysidees,
Broadneck Elementary School,470 SHORE ACRES RD,Elementary,ARNOLD,21012.0,PK-5th,https://www.aacps.org/o/broadneckes,
Belvedere Elementary School,360 BROADWATER RD,Elementary,ARNOLD,21012.0,PK-5th,https://www.aacps.org/o/belvederees,
Waugh Chapel Elementary School,840 SUNFLOWER DR,Elementary,ODENTON,21113.0,PK-5th,https://www.aacps.org/o/waughchapeles,
Mayo Elementary School,1260 MAYO RIDGE RD,Elementary,EDGEWATER,21037.0,PK-5th,https://www.aacps.org/o/mayoes,
Crofton Meadows Elementary School,2020 TILGHMAN DR,Elementary,CROFTON,21114.0,PK-5th,https://www.aacps.org/o/croftonmeadowses,
Deale Elementary School,759 MASONS BEACH RD,Elementary,DEALE,20758.0,PK-5th,https://www.aacps.org/o/dealees,
Tracey's Elementary School,20 DEALE RD,Elementary,TRACYS LANDING,20779.0,PK-5th,https://www.aacps.org/o/traceyses,
Odenton Elementary School,1290 ODENTON RD,Elementary,ODENTON,21113.0,PK-5th,https://www.aacps.org/o/odentones,
Lothian Elementary School,5175 SOLOMONS ISLAND RD,Elementary,LOTHIAN,20711.0,PK-5th,https://www.aacps.org/o/lothianes,
Windsor Farm Elementary School,591 BROADNECK RD,Elementary,ANNAPOLIS,21409.0,PK-5th,https://www.aacps.org/o/windsorfarmes,
Davidsonville Elementary School,962 CENTRAL AVE W,Elementary,DAVIDSONVILLE,21035.0,PK-5th,https://www.aacps.org/o/davidsonvillees,
Crofton Woods Elementary School,1750 URBY DR,Elementary,CROFTON,21114.0,PK-5th,https://www.aacps.org/o/croftonwoodses,
Four Seasons Elementary School,979 WAUGH CHAPEL RD,Elementary,GAMBRILLS,21113.0,PK-5th,https://www.aacps.org/o/fourseasonses,
Nantucket Elementary School,2350 NANTUCKET DR,Elementary,CROFTON,21114.0,PK-5th,https://www.aacps.org/o/nantucketes,
Cape St. Claire Elementary School,931 Blue Ridge Dr,Elementary,Annapolis,21409.0,PK-5th,https://www.aacps.org/o/capestclairees,
Folger McKinsey Elementary School,175 ARUNDEL BEACH RD,Elementary,SEVERNA PARK,21146.0,PK-5th,https://www.aacps.org/o/folgermckinseyes,
Severna Park Elementary School,6 RIGGS AVE,Elementary,SEVERNA PARK,21146.0,PK-5th,https://www.aacps.org/o/severnaparkes,
Shipley's Choice Elementary School,310 GOVERNOR STONE PKWY,Elementary,MILLERSVILLE,21108.0,PK-5th,https://www.aacps.org/o/shipleyschoicees,
Benfield Elementary School,365 LYNWOOD DR,Elementary,SEVERNA PARK,21146.0,PK-5th,https://www.aacps.org/o/benfieldes,
Central Elementary School,130 STEPNEY LN,Elementary,EDGEWATER,21037.0,PK-5th,https://www.aacps.org/o/centrales,
Eastport Elementary School,420 FIFTH AVE,Elementary,ANNAPOLIS,21403.0,PK-5th,https://www.aacps.org/o/eastportes,
Annapolis Elementary School,180 GREEN ST,Elementary,ANNAPOLIS,21401.0,PK-5th,https://www.aacps.org/o/annapolises,
Tyler Heights Elementary School,200 JANWAL ST,Elementary,ANNAPOLIS,21403.0,PK-5th,https://www.aacps.org/o/tylerheightses,
Rolling Knolls Elementary School,1985 VALLEY RD,Elementary,ANNAPOLIS,21401.0,PK-5th,https://www.aacps.org/o/rollingknollses,
Germantown Elementary School,1411 CEDAR PARK RD,Elementary,ANNAPOLIS,21401.0,PK-5th,https://www.aacps.org/o/germantownes,
West Annapolis Elementary School,210 ANNAPOLIS ST,Elementary,ANNAPOLIS,21401.0,PK-5th,https://www.aacps.org/o/westannapolises,
Georgetown East Elementary School,111 DOGWOOD RD,Elementary,ANNAPOLIS,21403.0,PK-5th,https://www.aacps.org/o/georgetowneastes,
Hillsmere Elementary School,3052 ARUNDEL ON THE BAY RD,Elementary,ANNAPOLIS,21403.0,PK-5th,https://www.aacps.org/o/hillsmerees,
Arnold Elementary School,90 CHURCH RD,Elementary,ARNOLD,21012.0,PK-5th,https://www.aacps.org/o/arnoldes,
Oak Hill Elementary School,34 TRUCKHOUSE RD,Elementary,SEVERNA PARK,21146.0,PK-5th,https://www.aacps.org/o/oakhilles,
Edgewater Elementary School,121 WASHINGTON RD,Elementary,EDGEWATER,21037.0,PK-5th,https://www.aacps.org/o/edgewateres,
Mills-Parole Elementary School,103 CHINQUAPIN ROUND RD,Elementary,ANNAPOLIS,21401.0,PK-5th,https://www.aacps.org/o/mills-parolees,
Crofton Elementary School,1405 DUKE OF KENT,Elementary,CROFTON,21114.0,PK-5th,https://www.aacps.org/o/croftones,
Jones Elementary School,122 HOYLE DR,Elementary,SEVERNA PARK,21146.0,PK-5th,https://www.aacps.org/o/joneses,
Piney Orchard Elementary School,2641 STRAWBERRY LAKE WAY,Elementary,ODENTON,21113.0,PK-5th,https://www.aacps.org/o/pineyorchardes,
West County Elementary School,2754 CONWAY RD,Elementary,ODENTON,21113.0,PK-5th,https://www.aacps.org/o/westcountyes,
Chesapeake High School,4798 MOUNTAIN RD,High School,PASADENA,21122.0,9th-12th,https://www.aacps.org/o/chesapeakehs,
Glen Burnie High School,7550 BALTIMORE ANNAPLOIS BLVD SE,High School,GLEN BURNIE,21061.0,9th-12th,https://www.aacps.org/o/glenburniehs,
Meade High School,1100 CLARK RD,High School,FORT MEADE,20755.0,9th-12th,https://www.aacps.org/o/meadehs,
Northeast High School,1121 DUVALL HWY,High School,PASADENA,21122.0,9th-12th,https://www.aacps.org/o/northeasths,
North County High School,10 E 1ST AVE,High School,GLEN BURNIE,21061.0,9th-12th,https://www.aacps.org/o/northcountyhs,
Old Mill High School,600 PATRIOT LN,High School,MILLERSVILLE,21108.0,9th-12th,https://www.aacps.org/o/oldmillhs,
Old Mill West High School,600 PATRIOT LN,High School,MILLERSVILLE,21108.0,9th-12th,https://www.aacps.org/o/oldmillwesths,
Annapolis High School,2700 RIVA RD,High School,ANNAPOLIS,21401.0,9th-12th,https://www.aacps.org/o/annapolishs,
Broadneck High School,1265 GREEN HOLLY DR,High School,ANNAPOLIS,21409.0,9th-12th,https://www.aacps.org/o/broadneckhs,
Severna Park High School,60 ROBINSON RD,High School,SEVERNA PARK,21146.0,9th-12th,https://www.aacps.org/o/severnaparkhs,
Southern High School,4400 SOLOMONS ISLAND RD,High School,HARWOOD,20776.0,9th-12th,https://www.aacps.org/o/southernhs,
Arundel High School,1001 ANNAPOLIS RD,High School,GAMBRILLS,21054.0,9th-12th,https://www.aacps.org/o/arundelhs,
Crofton High School,2291 DAVIDSONVILLE RD,High School,GAMBRILLS,21054.0,9th-12th,https://www.aacps.org/o/croftonhs,
South River High School,201 CENTRAL AVE E,High School,EDGEWATER,21037.0,9th-12th,https://www.aacps.org/o/southriverhs,
